sr_no,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
9656,20126,it,Profondo rosso,10.301,3/7/1975,7.8,1024,"['Horror', 'Mystery', 'Thriller']","A musician witnesses the murder of a famous psychic, and then teams up with a fiesty reporter to find the killer while evading attempts on their lives by the unseen killer bent on keeping a dark secret buried.",2864091,127,When the Screaming starts and the Blood begins to flow... Pinch yourself and keep repeating I'M AT THE MOVIES! I'M AT THE MOVIES! I'M AT THE MOVIES! I'M AT THE MOVIES!
9660,82775,es,El Circo,8.912,3/12/1943,7.7,37,['Comedy'],"A cobbler gets a job in a Circus as a janitor, recommended by the beautiful girl rider of the show. But later, he gets in trouble when he involves in dangerous acts, such as the trapeze. Obviously, our friend will risk his life by the love of his new girlfriend.",0,90,
9662,659959,fr,Ã‰tÃ© 85,10.088,7/14/2020,7.5,407,"['Drama', 'Romance']","What do you dream of when you're 16-years-old and in a seaside resort in Normandy in the 1980s? A best friend? A lifelong teen pact? Scooting off on adventures on a boat or a motorbike? Living life at breakneck speed? No. You dream of death. Because you can't get a bigger kick than dying. And that's why you save it till the very end. The summer holidays are just beginning, and this story recounts how Alexis grew into himself.",0,101,
9669,10451,zh,é£?é£Ÿç”·å¥?,9.05,1/28/1994,7.6,195,"['Comedy', 'Drama', 'Romance']","The film tells the story of a retired and widowed Chinese master chef Chu (Si Hung Lung) and his family living in modern day Taipei, Taiwan. At the start of the film, he lives with his three attractive daughters, all of whom are unattached. As the film progresses, each of the daughters encounters new men in their lives. When these new relationships blossom, the stereotypes are broken and the living situation within the family changes.. The film features several scenes displaying the techniques and artistry of gourmet Chinese cooking. Since the family members have difficulty expressing their love for each other, the intricate preparation of banquet quality dishes for their Sunday dinners is the surrogate for their familial feelings.",7294403,123,
9679,328252,es,Sweet Home,10.555,5/8/2015,4.9,100,['Horror'],A couple decides to spend a romantic evening in a floor of a semi-abandoned building that slip because she works as a consultant for the council house and got the keys. During the evening they discover that a hooded murderer is the only tenant left in the building...and they have become the new target.,0,80,Wish you stayed at home
9680,248705,fr,Les Visiteurs: La RÃ©volution,11.056,3/23/2016,4.1,555,['Comedy'],"Stuck in the corridors of time, Godefroy de Montmirail and his faithful servant Jacquouille are projected to a time of profound political and social upheavals: the French Revolution... specifically, The Terror, time of great dangers, during which the descendants of Godefroy and Jacquouille had their castle and all their property confiscated by arrogant aristocrats, fleeing and lifes hanging by a thread.",18552314,110,
9684,889590,fa,Tan Poush,14.449,11/11/2021,0,0,[],"At a border cafe, a female Iranian cook and an illegal female Afghan immigrant become impossibly intertwined.",0,13,
9700,79842,th,SeaFood,11.631,10/7/2011,4.9,36,"['Animation', 'Comedy', 'Family', 'Adventure']","Pup, a bamboo shark, discovers egg sacs while playing around the ocean with his friends. When he sees human poachers stealing the eggs from his reef, Pup makes it his mission to save his family. As he leaves the sea and enters the beautiful, yet dangerous, world of humans he'll prove he isn't too small to save his family.",0,93,
9702,397538,sv,Borg vs McEnroe,11.557,9/8/2017,7,919,"['Drama', 'History']","The Swedish BjÃ¶rn Borg and the American John McEnroe, the best tennis players in the world, maintain a legendary duel during the 1980 Wimbledon tournament.",16657800,108,Some stars shine forever
9719,40723,fr,Trouble Every Day,8.795,7/11/2001,5.9,107,"['Drama', 'Horror', 'Romance']","Shane and June Brown are an American couple honeymooning in Paris in an effort to nurture their new life together, a life complicated by Shaneâ€™s mysterious and frequent visits to a medical clinic where cutting edge studies of the human libido are undertaken.",9200,101,The hunger to love.
9722,840429,zh,Shang Shan,8.667,6/11/2021,0,0,[],,0,0,
9723,466361,uk,????Ñ€???»ÑŒ ?”?°???¸?»??,8.25,11/22/2018,6.6,23,"['Action', 'Adventure']","This is the story about man who had a great way. His adventures and losses, his life make you to be surprised. We invite you in the middle ages - a times of darkness, of heroes, of big power and of eternity love.",0,100,
9726,280960,pt,Catarina e os Outros,11.927,3/1/2011,4.5,82,"['Drama', 'Mystery']","Outside, the first sun rays break the dawn.  Sixteen years old Catarina can't fall asleep.  Inconsequently, in the big city adults are moved by desire...  Catarina found she is HIV positive. She wants to drag everyone else along.",0,15,Catarina found she is HIV positive. She wants to drag everyone else along.
9728,658241,es,Atrevimiento,9.343,6/14/2019,7,1,"['Mystery', 'Thriller']",,0,0,
9731,5070,fr,Combien tu m'aimes ?,11.795,10/26/2005,5.7,104,"['Comedy', 'Romance']","After winning the lottery, FranÃ§ois goes to a bar in Pigalle and offers one hundred thousand Euros per month to a prostitute named Daniela to live with him as his wife until his money runs out.",0,95,"French Director Bertrand Blier creates an intensely seductive story about beauty, sex and Love."
9736,537190,ko,ì°?ê¶ê,9.308,10/25/2018,6.8,133,"['Action', 'Horror', 'Drama', 'Fantasy']","Ancient Korea, 17th century. While the paranoid King Lee Jo of Joseon, vassal of the Qing dynasty, feels surrounded by conspirators and rebels, a dark evil emerges from the bowels of a merchant ship and the exiled Prince Lee Cheung returns to the royal court, ignoring that he will have to lead the few capable of defeating the ambitious humans and the bloody monsters who threaten to destroy the kingdom.",0,122,A darkness looms over the kingdom
9740,445605,it,Slam - Tutto per una ragazza,7.3,11/20/2016,5.8,207,['Comedy'],"Samuele is 16 and has a passion for skateboarding. He has big dreams: going to university, move to California, and travel, but things change when he meets Alice, who could be the girl of his life.",0,100,
9741,888988,pt,No consigo olvidarte,14.385,11/11/2021,0,0,[],"Summer love is living intoxicated by the sweaty and firm bodies of Rio's beaches. Breathing that dense air, dense like a broth heated and reheated over and over again, a delicious mixture of vegetation, passion fruit and sweat. To love in Rio de Janeiro is to not be able to stop looking at the shapes of the wonderful city, so intoxicating. Nuts, plants, fruits, lumps, more lumps, men who smell like men, penises, fat and thick penises that want to jump out of their bathing suits.",0,5,
9743,8653,ko,ì„¬,8.742,4/22/2000,7,216,"['Drama', 'Thriller']","Mute Hee-Jin is working as a clerk in a fishing resort in the Korean wilderness; selling baits, food and occasionally her body to the fishing tourists. One day she falls in love with Hyun-Shik, who is on the run from the police, and rescues him with a fish hook when he tries to commit suicide.",24963,90,A beautiful yet dangerous place...
9746,523561,da,Lykke-Per,9.556,8/30/2018,6.9,102,['Drama'],"On his quest for happiness, Per decides to leave Jutland and an upbringing in a strict religious home. He runs from his family and his patriarch father, and sets sail towards Copenhagen to become an engineer. Parallel to his studies, he works on a visionary energy project based on wind and wave energy, a project so much ahead of its time, that professors consider him insane and far too self-confident. However, Perâ€™s project becomes a success and he marries the beautiful Jakobe who is a part of a wealthy Jewish family. One would imagine that Perâ€™s happiness now is made. But Perâ€™s childhood keeps haunting him and his dogmatic family cannot accept his new life. Despite his luck and success, Per is unable to fully cut the strings to his strict religious background, and he now fears that he will repeat his fatherâ€™s patriarchist behavior.",0,162,
9755,433276,de,Die Ketzerbraut,8.479,2/15/2017,5.3,6,"['History', 'Drama']",,0,119,
9756,80797,it,Winx Club - Il segreto del regno perduto,8.542,11/29/2007,6.9,174,"['Fantasy', 'Animation', 'Family']","Sixteen years ago the most powerful warrior wizards of the Magic Dimension sacrificed themselves to fight against absolute evil. Now the fate of a kingdom is in the hands of a young girl - Bloom, the fairy of the Dragon's flame. Accompanied by her Winx Club girlfriends, Bloom must overcome the greatest challenge of all: enter the depths of the obscure dimension, fight against evil to bring her parents back to life and reveal the mystery linked to her origins. The destiny of the entire Magic Dimension depends on the outcome of this conflict.",0,85,
9761,187442,es,Â¡Asu Mare!,10.204,4/11/2013,7,22,['Comedy'],"Follows the adventures of Carlos AlcÃ¡ntara on his way to fame from his childhood in the ""Unidad Vecinal Mirones"".",10700000,90,
9769,411268,cn,ä?¿å?’è¡Œè€…,6.756,8/11/2016,5.9,32,"['Action', 'Crime', 'Drama']",The details of undercover police officers are deleted from a police database and a senior officer is left struggling to know who are the undercover officers and who are the criminals.,88658655,108,
9775,4972,da,De grÃ¸nne slagtere,6.789,3/8/2003,7.2,175,['Comedy'],"The Green Butchers (Danish: De grÃ¸nne slagtere) is a black comedy featuring two butchers, Svend ""Sweat"" and Bjarne, who start their own shop to get away from their arrogant boss. Cannibalism is soon introduced to the plot, and further complications arise due to the reappearance of Bjarne's mentally retarded twin brother Eigil.",0,100,There is something mythological about killing an animal and then mocking it by sticking it into its own intestine
9778,334939,nl,Code M,10.514,6/24/2015,6,24,"['Family', 'Adventure']","When her grandfather has a car accident, Isabel (11) takes on his search for the sword that has been promised to her ancestor centuries ago by the world famous musketeer Dâ€™Artagnan. Assisted by her nephew Rik (12) and friend Jules (13), she will need just as much bravery, loyalty and perseverance as the illustrious musketeer to find his lost sword, to save her grandfather and to reunite her family.",0,98,
9781,355020,uk,Winter on Fire: Ukraine's Fight for Freedom,7.544,10/9/2015,8,170,['Documentary'],"A documentary on the unrest in Ukraine during 2013 and 2014, as student demonstrations supporting European integration grew into a violent revolution calling for the resignation of President Viktor F. Yanukovich.",0,98,The Next Generation Of Revolution
9783,613096,es,"Te quiero, imbÃ©cil",8.314,1/24/2020,6.5,222,['Comedy'],Marcos' life turns upside down after he loses the same day his girlfriend and his job. Marcos' life turns wild after to meet Raquel.,396640,87,
