sr_no,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
108.00,597891,en,Kate,270.225,9/10/2021,6.8,740,"['Action', 'Thriller']","After she's irreversibly poisoned, a ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.", $-   ,106,There's no time for mercy.
109.00,846214,en,"The Simpsons: The Good, the Bart, and the Loki",276.105,7/7/2021,7.6,431,"['Animation', 'Comedy', 'Family']",Loki is banished from Asgard once again and must face his toughest opponents yet: the Simpsons and SpringfieldÉ??s mightiest heroes. The God of Mischief teams up with Bart Simpson in the ultimate crossover event paying tribute to the Marvel Cinematic Universe of superheroes and villains., $-   ,6,NA
110.00,482321,en,Ron's Gone Wrong,287.164,10/15/2021,7.3,41,"['Animation', 'Science Fiction', 'Family', 'Comedy']","In a world where walking, talking, digitally connected bots have become children's best friends, an 11-year-old finds that his robot buddy doesn't quite work the same as the others do."," $46,000,000.00 ",106,Best Friend Forever* (*battery life may vary)
111.00,529203,en,The Croods: A New Age,277.639,11/25/2020,7.6,2621,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']","Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together."," $168,285,000.00 ",95,The future ain't what it used to be.
113.00,734265,en,Love Hard,279.451,11/5/2021,6.6,170,"['Comedy', 'Romance']","An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for Christmas, only to discover that sheÉ??s been catfished. But the object of her affection actually lives in the same town, and the guy who duped her offers to set them up if she pretends to be his own girlfriend for the holidays.", $-   ,105,A romantic comedy about the lies we tell for love.
114.00,568124,en,Encanto,265.395,11/24/2021,0,0,"['Family', 'Music', 'Adventure', 'Animation', 'Fantasy']","The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family with a unique gift from super strength to the power to healÉ??every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.", $-   ,99,There's a little magic in all of us ...almost all of us.
115.00,324786,en,Hacksaw Ridge,233.039,10/7/2016,8.2,10136,"['Drama', 'History', 'War']","WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor."," $175,302,354.00 ",139,One of the greatest heroes in American history never fired a bullet.
118.00,634528,en,The Marksman,287.586,1/15/2021,7.1,950,"['Action', 'Thriller', 'Crime']","Jim HansonÉ??s quiet life is suddenly disturbed by two people crossing the US/Mexico border É?? a woman and her young son É?? desperate to flee a Mexican cartel. After a shootout leaves the mother dead, Jim becomes the boyÉ??s reluctant defender. He embraces his role as MiguelÉ??s protector and will stop at nothing to get him to safety, as they go on the run from the relentless assassins."," $22,039,969.00 ",108,Justice comes down to him.
119.00,763164,en,Apex,401.393,11/12/2021,5.3,50,"['Action', 'Thriller', 'Science Fiction']","Ex-cop James Malone is serving a life sentence for a crime he didnÉ??t commit. He is offered a chance at freedom if he can survive a deadly game of Apex, in which six hunters pay for the pleasure of hunting another human on a remote island. He accepts, and once he arrives, all hell breaks loose.", $-   ,108,The hunters will be hunted.
120.00,464052,en,Wonder Woman 1984,267.785,12/16/2020,6.6,6105,"['Action', 'Adventure', 'Fantasy']",A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.," $165,160,005.00 ",151,A new era of wonder begins.
122.00,520763,en,A Quiet Place Part II,252.028,5/21/2021,7.7,3294,"['Science Fiction', 'Thriller', 'Horror']","Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path."," $297,372,261.00 ",97,Silence is not enough.
123.00,619778,en,Malignant,233.546,9/1/2021,7.1,979,"['Horror', 'Mystery', 'Thriller']","Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities with a mysterious tie to her past."," $24,640,084.00 ",112,A new vision of terror.
126.00,883648,en,Little Big Mouth,239.444,10/22/2021,4.9,13,['Comedy'],"Kicked out of his band and home, a playful guitarist takes refuge with a bookkeeper, her son and dad. Is it possible to make sweet music together?", $-   ,94,NA
127.00,739990,en,Nightbooks,227.322,9/15/2021,6.6,183,"['Fantasy', 'Family', 'Horror']","Alex, a boy obsessed with scary stories, is trapped by a witch in her modern, magical New York City apartment. His original hair-raising tales are the only thing keeping him safe as he desperately tries to find a way out of this twisted place.", $-   ,103,Write for your life.
128.00,857702,en,LEGO Star Wars Terrifying Tales,242.303,10/1/2021,6.6,85,"['Family', 'Animation', 'Science Fiction', 'Comedy']","Poe Dameron and BB-8 must face the greedy crime boss Graballa the Hutt, who has purchased Darth VaderÉ??s castle and is renovating it into the galaxyÉ??s first all-inclusive Sith-inspired luxury hotel.", $-   ,45,Rest in pieces.
129.00,671,en,Harry Potter and the Philosopher's Stone,234.446,11/16/2001,7.9,21302,"['Adventure', 'Fantasy']","Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizardÉ??with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deathsÉ??and about the villain who's to blame."," $976,475,550.00 ",152,Let the Magic Begin.
130.00,315635,en,Spider-Man: Homecoming,266.445,7/5/2017,7.4,17065,"['Action', 'Adventure', 'Science Fiction', 'Drama']","Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges."," $880,166,924.00 ",133,Homework can wait. The city can't.
131.00,385687,en,Fast & Furious 10,211.849,4/6/2023,0,0,"['Action', 'Crime']",The tenth installment in the Fast Saga., $-   ,0,NA
133.00,826914,en,Muppets Haunted Mansion,206.82,10/8/2021,6.9,86,"['Comedy', 'Family', 'TV Movie']",Gonzo is challenged to spend one night in The Haunted Mansion on Halloween night., $-   ,52,Cue the light(ning)!
134.00,617502,en,Jolt,243.844,7/15/2021,6.8,753,"['Action', 'Comedy']","Lindy is an acid-tongued woman with rage issues who controls her temper by shocking herself with an electrode vest. One day she makes a connection with Justin, who gives her a glimmer of hope for a shock-free future, but when heÉ??s murdered she launches herself on a revenge-fueled rampage in pursuit of his killer.", $-   ,91,You're in for a shock.
135.00,429617,en,Spider-Man: Far From Home,273.535,6/28/2019,7.5,10893,"['Action', 'Adventure', 'Science Fiction']","Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent."," $1,131,927,996.00 ",129,ItÉ??s time to step up.
136.00,800497,en,Werewolves Within,225.012,6/25/2021,6.1,179,"['Comedy', 'Horror']","When a proposed pipeline creates hostilities between residents of a small town, a newly-arrived forest ranger must keep the peace after a snowstorm confines the townspeople to an old lodge. But when a mysterious creature begins terrorizing the group, their worst tendencies and prejudices rise to the surface, and it is up to the ranger to keep the residents alive, both from each other and the monster which plagues them."," $250,811.00 ",97,A whodunnit with teeth.
137.00,537915,en,After,239.301,4/11/2019,7.2,6704,"['Romance', 'Drama']","Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life."," $69,497,587.00 ",106,"After your first, life is never the same."
139.00,587807,en,Tom & Jerry,232.966,2/11/2021,7.1,1831,"['Comedy', 'Family', 'Animation']","Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she canÉ??t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse."," $132,000,000.00 ",101,Best of enemies. Worst of friends.
140.00,559,en,Spider-Man 3,236.031,5/1/2007,6.3,10473,"['Fantasy', 'Action', 'Adventure']","The seemingly invincible Spider-Man goes up against an all-new crop of villainsÉ??including the shape-shifting Sandman. While Spider-ManÉ??s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle."," $890,871,626.00 ",139,The battle within.
141.00,585083,en,Hotel Transylvania: Transformania,190.917,1/14/2022,0,0,"['Family', 'Animation', 'Fantasy', 'Comedy', 'Adventure']","When Van Helsing's mysterious invention, the \""Monsterfication Ray,\"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.", $-   ,0,Change can be scary.
