sr_no,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
2911,409421,ja,ブラム,28.453,5/20/2017,6.4,211,"['Action', 'Drama', 'Science Fiction', 'Animation']","In the distant technological future, civilization has reached its ultimate Net-based form. An ""infection"" in the past caused the automated systems to spiral out of order, resulting in a multi-leveled city structure that replicates itself infinitely in all directions. Now humanity has lost access to the city's controls, and is hunted down and purged by the defense system known as the Safeguard. In a tiny corner of the city, a little enclave known as the Electro-Fishers is facing eventual extinction, trapped between the threat of the Safeguard and dwindling food supplies. A girl named Zuru goes on a journey to find food for her village, only to inadvertently cause doom when an observation tower senses her and summons a Safeguard pack to eliminate the threat. With her companions dead and all escape routes blocked, the only thing that can save her now is the sudden arrival of Killy the Wanderer, on his quest for the Net Terminal Genes, the key to restoring order to the world.",$0.00,106,
2915,118301,ja,劇場版 イナズマイレブン 最強軍団オーガ襲来,28.953,12/23/2010,7.4,67,"['Fantasy', 'Animation']","The movie starts with the first years of Endou Mamoru in Raimon. It shows what happened during the Football Frontier at the first half of the movie, until they end up having a match with the Ogre. With most of the members injured, they almost lost hope, until Kanon introduces himself as Endou Mamoru's great grandson and other friends from the near future (Fubuki, Toramaru, Hiroto, Tobitaka , and Fidio) showed and helped them. With the added strength and after a great match they are able to defeat Team Ogre.",$0.00,90,"As long as you have courage, you can change the future!"
2924,472516,ja,好きになるその瞬間を。～告白実行委員会～,31.442,12/17/2016,7.6,113,"['Drama', 'Animation', 'Romance', 'Comedy']","Following Natsuki Enomoto's confession rehearsals with Yuu Setoguchi, their younger siblings Kotarou and Hina struggle to confess their own love. Despite a disastrous first meeting in middle school with her upperclassman Koyuki Ayase, Hina’s heart is captured by his warm smile. Initially confused by these newfound feelings, Hina soon realizes that she has fallen in love for the very first time.  Chasing after her brother Yuu and her crush Koyuki, Hina also enrolls in Sakuragaoka High School; but the threads of love are far-reaching, and they entangle Hina and her friends. Boisterous but sensitive, Hina hopes to confess her feelings to the tender-hearted Koyuki. Meanwhile, Kotarou, oblivious to his own feelings for her, is determined to always keep Hina smiling.  This movie follows Hina, Kotarou, and Koyuki in high school. Their youthful love forges new relationships, but also threatens to break others.",$0.00,63,
2925,507569,ja,劇場版 七つの大罪 天空の囚われ人,27.84,8/18/2018,7.6,865,"['Action', 'Adventure', 'Fantasy', 'Animation']","Traveling in search of the rare ingredient, “sky fish”  Meliodas and Hawk arrive at a palace that floats above the clouds. The people there are busy preparing a ceremony, meant to protect their home from a ferocious beast that awakens once every 3,000 years. But before the ritual is complete, the Six Knights of Black—a Demon Clan army—removes the seal on the beast, threatening the lives of everyone in the Sky Palace.",$0.00,99,
2929,370455,ja,ワンパンマン ロード・トゥー・ヒーロー,24.638,12/4/2015,8.1,90,"['Action', 'Animation']","Defeating numerous villains in the abandoned area in Z-City but still having problems with rent money (and continued harassment from the landlady who says he's 3 months overdue), Saitama speaks with a shop owner who is being forced by a local gang to surrender his store's deed. Several other shops have gone out of business and his store is the last one; a conversation between the gang boss and one of his stooges reveal that the boss has had an impulse to buy out all the stores in the area to destroy them.",$0.00,30,
2952,51482,ja,Death Note: デスノート,29.151,8/31/2007,7.9,155,"['TV Movie', 'Crime', 'Drama', 'Fantasy', 'Thriller', 'Animation']","Yagami Light is an ace student with great prospects, who's bored out of his mind. One day he finds the ""Death Note"": a notebook from the realm of the Death Gods, with the power to kill people in any way he desires. With the Death Note in hand, Light decides to create his perfect world, without crime or criminals. However, when criminals start dropping dead one by one, the authorites send the legendary detective L to track down the killer, and a battle of wits, deception and logic ensues...this was aired on Japanese tv shortly after the death note anime was completed, this special basically re-cuts the first 26 episodes of the series into a two hour movie with some new scenes and dialogue added and the story is seen from ryuk's viewpoint.",$0.00,130,
2965,392681,ja,ミュージアム,25.4,11/12/2016,6.7,50,"['Drama', 'Thriller']","In Tokyo, Japan, several grotesque murders take place on rainy days. Detective Sawamura, who is in charge of the case, soon discovers that his own family is connected to the crimes.",$0.00,132,The serial killer is laughing in the rain
2966,17189,ja,銃夢 -GUNNM-,26.14,6/21/1993,6.7,143,"['Animation', 'Action', 'Science Fiction']","In his travels as a bounty hunter, Hunter-Warrior and cyborg healer Ido one day discovers and repairs the remnants of a cyborg whom he names Gally. Though possessing the body of a young woman, Gally now embodies Ido's most sophisticated and lethal cybernetic skills. The preternaturally strong, amnesiac Gally begins to forge a life for herself in a world where every day is a struggle for survival.",$0.00,54,Hunter Warrior
2980,358632,ja,台風のノルダ,22.105,6/5/2015,6.3,24,"['Science Fiction', 'Animation']","As an unexpected typhoon bears down on a small tropical island, a group of students trapped at school find themselves forced to put aside their personal issues and work together. Not only to save themselves, but possibly the lives of everyone on the planet!",$0.00,27,
3009,23452,ja,劇場版 天元突破グレンラガン 螺巌篇,23.607,4/25/2009,7.9,50,"['Action', 'Science Fiction', 'Animation', 'Adventure']","Seven years after the defeat of the spiral king, Simon and the Dai-Gurren brigade must set out to the vastness of space to defeat a new threat and save the universe.",$0.00,126,
3013,14069,ja,時をかける少女,28.902,7/15/2006,7.8,1503,"['Fantasy', 'Animation', 'Drama', 'Science Fiction']","When 17-year-old Makoto Konno gains the ability to, quite literally, ""leap"" backwards through time, she immediately sets about improving her grades and preventing personal mishaps. However, she soon realises that changing the past isn't as simple as it seems, and eventually, will have to rely on her new powers to shape the future of herself and her friends.","$3,800,000.00",98,
3022,161822,ja,映画ドラえもん のび太とブリキの迷宮,20.162,3/6/1993,7.3,19,"['Adventure', 'Animation']","Nobita's dad stumbled upon a strange advertisement of a fantastic resort on television at midnight. Sleepy as he was, he made a reservation even though he didn't even realize he was talking to the advertisement. The next day he discussed with the family their holiday plans, only to realize he could not find the place anywhere on earth. All of a sudden though there was a suitcase in Nobita's room and intrigued as he was, he opened it only to find a portal to a beautiful resort managed by tin robots. Better still, it's absolutely free. It seems that there is a hidden agenda behind the person who invites them there.","$14,800,000.00",97,New Doraemon's Adventure
3027,241863,ja,神さまの言うとおり,25.595,11/15/2014,7.2,287,"['Thriller', 'Horror', 'Comedy', 'Mystery']","Takahata Shun's day at high school begins just as boring as ever, but it doesn't end that way. He and his classmates find themselves forced to play children's games with deadly stakes. With no idea who is behind, the only thing Shun and other students can do is keep trying to win.",$0.00,117,"Oh my God, please return my tedious everyday."
3032,51739,ja,借りぐらしのアリエッティ,31.086,7/16/2010,7.6,2047,"['Fantasy', 'Animation', 'Family']","14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.","$145,570,827.00",94,Do not be seen by humans. That's been the law of children of the underfloor.
3045,698201,ja,東京リベンジャーズ,28.569,7/9/2021,7.3,3,"['Action', 'Drama']",An unemployed man learns that his ex-girlfriend was murdered. He suddenly finds himself travelling through time to his middle school years and has chance to change the future and save the girl. He aims to rise to the top of the most brutal delinquent gang.,$0.00,120,
3057,25278,ja,劇場版ワンピース エピソードオブアラバスタ 砂漠の王女と海賊たち,23.562,3/3/2007,6.7,83,"['Action', 'Adventure', 'Comedy', 'Drama', 'Animation']","A re-telling of the Alabaster Arc from One Piece (TV). Luffy and his crew come to rescue a land in the midst of a civil war, due to a powerful devil fruit user.","$7,090,891.00",90,
3077,39057,ja,劇場版ポケットモンスター ダイヤモンド&パール アルセウス 超克の時空へ,20.804,7/18/2009,7.2,203,"['Family', 'Animation', 'Adventure', 'Fantasy']","When the creator of the world, Arceus, comes to pass judgement on humanity for the theft of the legendary Jewel of Life, Ash and his friends are sent back in time to possibly reverse the events that led to Arceus' vendetta.","$50,673,078.00",94,A Tale Untold. A Legend Unleashed.
3086,256765,ja,アルモニ,29.047,3/1/2014,7,17,"['Animation', 'Drama']","Every person has his or her own little world. Among the 34 bustling students of classroom 2-1, there are many such worlds.  Honjou Akio's world—my world—is filled with passionate talk about last night's anime with Yoshida, Watanabe, and other friends. It's an fun, comfortable place... But, I always wonder. Wonder about the world of Makina Juri, smiling and surrounded by gorgeous friends on the other side of the classroom.  One day, I enter her world. But it's not as simple as it sounds.",$0.00,26,
3089,83091,ja,聖闘士星矢 神々の熱き戦い,24.531,3/12/1988,7.5,116,"['Action', 'Animation', 'Fantasy']","In Siberia, Hyōga saves a man that is being attacked. Injured, the man manages only to say something about Asgard. Some days later, Saori, Seiya, Shiryū and Shun are wondering about Hyōga and decide to go to Asgard to investigate. At Valhalla, the Lord of Asgard, Dolbar, says he has not heard of any Hyōga and neither has his right hand, Loki. However, at all times Seiya and the others can feel an evil cosmo emanating from Loki and the other Odin Saints called God Warriors. Shiryū, in particular, notices a familiar cosmo coming from Midgard, a mysterious, masked God Warrior. Dolbar makes it clear that he is trying to take control of both Asgard and the Sanctuary, imprisoning Athena in a strange dimension within the giant statue of Odin. Midgard reveals himself as Hyōga and tries to kill Shiryū to prove himself to Dolbar. Thus, it is the task of the Bronze Saints to defeat Dolbar, Loki and the rest of the God Warriors, to save Athena and Hyōga.",$0.00,46,
